Entity,Code,Day,total_vaccinations_per_hundred
High income,,2021-08-28,114.25
High income,,2021-08-29,114.77
High income,,2021-08-30,115.32
High income,,2021-08-31,115.92
High income,,2021-09-01,116.41
High income,,2021-09-02,116.87
High income,,2021-09-03,117.26
High income,,2021-09-04,117.49
High income,,2021-09-05,117.74
High income,,2021-09-06,118.27
High income,,2021-09-07,118.94
High income,,2021-09-08,119.38
High income,,2021-09-09,119.85
High income,,2021-09-10,120.24
High income,,2021-09-11,120.48
High income,,2021-09-12,120.92
High income,,2021-09-13,121.42
High income,,2021-09-14,121.9
High income,,2021-09-15,122.33
High income,,2021-09-16,122.74
High income,,2021-09-17,123.09
High income,,2021-09-18,123.32
High income,,2021-09-19,123.48
High income,,2021-09-20,124
High income,,2021-09-21,124.41
High income,,2021-09-22,124.67
High income,,2021-09-23,125.12
High income,,2021-09-24,125.47
High income,,2021-09-25,125.69
High income,,2021-09-26,126.11
High income,,2021-09-27,126.6
High income,,2021-09-28,127.34
High income,,2021-09-29,127.79
High income,,2021-09-30,128.32
High income,,2021-10-01,128.71
High income,,2021-10-02,128.92
High income,,2021-10-03,129.3
High income,,2021-10-04,129.7
High income,,2021-10-05,130.18
High income,,2021-10-06,130.57
High income,,2021-10-07,130.98
High income,,2021-10-08,131.36
High income,,2021-10-09,131.53
High income,,2021-10-10,131.88
High income,,2021-10-11,132.24
High income,,2021-10-12,132.69
High income,,2021-10-13,133.09
High income,,2021-10-14,133.46
High income,,2021-10-15,133.82
High income,,2021-10-16,134.02
High income,,2021-10-17,134.34
High income,,2021-10-18,134.73
High income,,2021-10-19,135.12
High income,,2021-10-20,135.48
High income,,2021-10-21,135.87
High income,,2021-10-22,136.24
High income,,2021-10-23,136.51
High income,,2021-10-24,136.84
High income,,2021-10-25,137.27
High income,,2021-10-26,137.64
High income,,2021-10-27,138.09
High income,,2021-10-28,138.6
High income,,2021-10-29,139.01
High income,,2021-10-30,139.23
High income,,2021-10-31,139.51
High income,,2021-11-01,139.83
High income,,2021-11-02,140.18
High income,,2021-11-03,140.59
High income,,2021-11-04,140.98
High income,,2021-11-05,141.37
High income,,2021-11-06,141.59
High income,,2021-11-07,141.82
High income,,2021-11-08,142.21
High income,,2021-11-09,142.67
High income,,2021-11-10,143.08
High income,,2021-11-11,143.54
High income,,2021-11-12,143.96
High income,,2021-11-13,144.2
High income,,2021-11-14,144.45
High income,,2021-11-15,144.87
High income,,2021-11-16,145.29
High income,,2021-11-17,145.74
High income,,2021-11-18,146.18
High income,,2021-11-19,146.62
High income,,2021-11-20,146.88
High income,,2021-11-21,147.13
High income,,2021-11-22,147.6
High income,,2021-11-23,148.07
High income,,2021-11-24,148.5
High income,,2021-11-25,148.9
High income,,2021-11-26,149.35
High income,,2021-11-27,149.69
High income,,2021-11-28,149.94
High income,,2021-11-29,150.5
High income,,2021-11-30,151.35
High income,,2021-12-01,151.94
High income,,2021-12-02,152.53
High income,,2021-12-03,153.21
High income,,2021-12-04,153.65
High income,,2021-12-05,153.92
High income,,2021-12-06,154.5
High income,,2021-12-07,155.09
High income,,2021-12-08,155.68
High income,,2021-12-09,156.3
High income,,2021-12-10,156.98
High income,,2021-12-11,157.47
High income,,2021-12-12,157.99
High income,,2021-12-13,158.61
High income,,2021-12-14,159.32
High income,,2021-12-15,160.07
High income,,2021-12-16,160.83
High income,,2021-12-17,161.58
High income,,2021-12-18,162.16
High income,,2021-12-19,162.6
High income,,2021-12-20,163.34
High income,,2021-12-21,164.07
High income,,2021-12-22,164.76
High income,,2021-12-23,165.34
High income,,2021-12-24,165.57
High income,,2021-12-25,165.74
High income,,2021-12-26,165.89
High income,,2021-12-27,166.4
High income,,2021-12-28,166.99
High income,,2021-12-29,167.55
High income,,2021-12-30,168.11
High income,,2021-12-31,168.38
High income,,2022-01-01,168.57
High income,,2022-01-02,168.8
High income,,2022-01-03,169.3
High income,,2022-01-04,169.89
High income,,2022-01-05,170.46
High income,,2022-01-06,171
High income,,2022-01-07,171.6
High income,,2022-01-08,172.16
High income,,2022-01-09,172.43
High income,,2022-01-10,173.12
High income,,2022-01-11,173.71
High income,,2022-01-12,174.3
High income,,2022-01-13,174.86
High income,,2022-01-14,175.43
High income,,2022-01-15,175.86
High income,,2022-01-16,176.26
High income,,2022-01-17,176.78
High income,,2022-01-18,177.27
High income,,2022-01-19,177.74
High income,,2022-01-20,178.23
High income,,2022-01-21,178.53
High income,,2022-01-22,178.7
Honduras,HND,2021-02-28,0.03
Honduras,HND,2021-03-16,0.07
Honduras,HND,2021-03-17,0.28
Honduras,HND,2021-03-19,0.37
Honduras,HND,2021-03-21,0.43
Honduras,HND,2021-04-03,0.52
Honduras,HND,2021-04-09,0.57
Honduras,HND,2021-05-15,1.14
Honduras,HND,2021-05-21,1.63
Honduras,HND,2021-05-25,2.08
Honduras,HND,2021-05-28,2.52
Honduras,HND,2021-05-31,3.15
Honduras,HND,2021-06-01,3.5
Honduras,HND,2021-06-02,3.75
Honduras,HND,2021-06-06,4.18
Honduras,HND,2021-06-10,4.44
Honduras,HND,2021-06-11,4.57
Honduras,HND,2021-06-13,4.77
Honduras,HND,2021-06-16,4.86
Honduras,HND,2021-06-17,4.94
Honduras,HND,2021-06-18,5.38
Honduras,HND,2021-06-22,5.88
Honduras,HND,2021-06-24,6.8
Honduras,HND,2021-07-02,8.17
Honduras,HND,2021-07-03,8.98
Honduras,HND,2021-07-07,9.74
Honduras,HND,2021-07-09,10.88
Honduras,HND,2021-07-12,11.65
Honduras,HND,2021-07-16,12.28
Honduras,HND,2021-07-19,14.66
Honduras,HND,2021-07-23,15.69
Honduras,HND,2021-07-26,16.95
Honduras,HND,2021-07-30,19
Honduras,HND,2021-08-03,21.33
Honduras,HND,2021-08-25,37.51
Honduras,HND,2021-08-29,40.52
Honduras,HND,2021-09-06,44.98
Honduras,HND,2021-09-09,46.08
Honduras,HND,2021-09-20,50.03
Honduras,HND,2021-09-22,50.03
Honduras,HND,2021-09-24,51.64
Honduras,HND,2021-10-01,57.26
Honduras,HND,2021-10-08,57.81
Honduras,HND,2021-10-15,60.21
Honduras,HND,2021-10-19,63
Honduras,HND,2021-10-22,65.64
Honduras,HND,2021-10-29,68.12
Honduras,HND,2021-11-05,72.54
Honduras,HND,2021-11-12,75.37
Honduras,HND,2021-11-19,78.67
Honduras,HND,2021-11-29,79.11
Honduras,HND,2021-12-03,89.74
Honduras,HND,2021-12-22,91.31
Honduras,HND,2021-12-29,95.29
Honduras,HND,2022-01-07,98.1
Honduras,HND,2022-01-14,98.6
Honduras,HND,2022-01-21,102.08
Hong Kong,HKG,2021-02-22,0
Hong Kong,HKG,2021-02-23,0.01
Hong Kong,HKG,2021-02-24,0.01
Hong Kong,HKG,2021-02-25,0.01
Hong Kong,HKG,2021-02-26,0.09
Hong Kong,HKG,2021-02-27,0.18
Hong Kong,HKG,2021-02-28,0.27
Hong Kong,HKG,2021-03-01,0.36
Hong Kong,HKG,2021-03-02,0.53
Hong Kong,HKG,2021-03-03,0.69
Hong Kong,HKG,2021-03-04,0.82
Hong Kong,HKG,2021-03-05,0.96
Hong Kong,HKG,2021-03-06,1.11
Hong Kong,HKG,2021-03-07,1.23
Hong Kong,HKG,2021-03-08,1.37
Hong Kong,HKG,2021-03-09,1.5
Hong Kong,HKG,2021-03-10,1.73
Hong Kong,HKG,2021-03-11,1.93
Hong Kong,HKG,2021-03-12,2.15
Hong Kong,HKG,2021-03-13,2.34
Hong Kong,HKG,2021-03-14,2.53
Hong Kong,HKG,2021-03-15,2.73
Hong Kong,HKG,2021-03-16,3.04
Hong Kong,HKG,2021-03-17,3.36
Hong Kong,HKG,2021-03-18,3.66
Hong Kong,HKG,2021-03-19,4.03
Hong Kong,HKG,2021-03-20,4.38
Hong Kong,HKG,2021-03-21,4.69
Hong Kong,HKG,2021-03-22,5.03
Hong Kong,HKG,2021-03-23,5.34
Hong Kong,HKG,2021-03-24,5.47
Hong Kong,HKG,2021-03-25,5.58
Hong Kong,HKG,2021-03-26,5.76
Hong Kong,HKG,2021-03-27,5.95
Hong Kong,HKG,2021-03-28,6.12
Hong Kong,HKG,2021-03-29,6.29
Hong Kong,HKG,2021-03-30,6.49
Hong Kong,HKG,2021-03-31,6.69
Hong Kong,HKG,2021-04-01,6.89
Hong Kong,HKG,2021-04-02,7.03
Hong Kong,HKG,2021-04-03,7.2
Hong Kong,HKG,2021-04-04,7.36
Hong Kong,HKG,2021-04-05,7.64
Hong Kong,HKG,2021-04-06,8.16
Hong Kong,HKG,2021-04-07,8.74
Hong Kong,HKG,2021-04-08,9.27
Hong Kong,HKG,2021-04-09,9.86
Hong Kong,HKG,2021-04-10,10.48
Hong Kong,HKG,2021-04-11,11.05
Hong Kong,HKG,2021-04-12,11.63
Hong Kong,HKG,2021-04-13,12.17
Hong Kong,HKG,2021-04-14,12.59
Hong Kong,HKG,2021-04-15,12.99
Hong Kong,HKG,2021-04-16,13.48
Hong Kong,HKG,2021-04-17,14
Hong Kong,HKG,2021-04-18,14.45
Hong Kong,HKG,2021-04-19,14.88
Hong Kong,HKG,2021-04-20,15.22
Hong Kong,HKG,2021-04-21,15.53
Hong Kong,HKG,2021-04-22,15.84
Hong Kong,HKG,2021-04-23,16.19
Hong Kong,HKG,2021-04-24,16.59
Hong Kong,HKG,2021-04-25,16.88
Hong Kong,HKG,2021-04-26,17.24
Hong Kong,HKG,2021-04-27,17.57
Hong Kong,HKG,2021-04-28,17.9
Hong Kong,HKG,2021-04-29,18.24
Hong Kong,HKG,2021-04-30,18.72
Hong Kong,HKG,2021-05-01,19.26
Hong Kong,HKG,2021-05-02,19.75
Hong Kong,HKG,2021-05-03,20.25
Hong Kong,HKG,2021-05-04,20.69
Hong Kong,HKG,2021-05-05,21.1
Hong Kong,HKG,2021-05-06,21.5
Hong Kong,HKG,2021-05-07,22.01
Hong Kong,HKG,2021-05-08,22.57
Hong Kong,HKG,2021-05-09,23.06
Hong Kong,HKG,2021-05-10,23.52
Hong Kong,HKG,2021-05-11,23.9
Hong Kong,HKG,2021-05-12,24.24
Hong Kong,HKG,2021-05-13,24.58
Hong Kong,HKG,2021-05-14,25.01
Hong Kong,HKG,2021-05-15,25.5
Hong Kong,HKG,2021-05-16,25.89
Hong Kong,HKG,2021-05-17,26.27
Hong Kong,HKG,2021-05-18,26.62
Hong Kong,HKG,2021-05-19,26.83
Hong Kong,HKG,2021-05-20,27.15
Hong Kong,HKG,2021-05-21,27.56
Hong Kong,HKG,2021-05-22,28.04
Hong Kong,HKG,2021-05-23,28.42
Hong Kong,HKG,2021-05-24,28.8
Hong Kong,HKG,2021-05-25,29.13
Hong Kong,HKG,2021-05-26,29.45
Hong Kong,HKG,2021-05-27,29.79
Hong Kong,HKG,2021-05-28,30.27
Hong Kong,HKG,2021-05-29,30.83
Hong Kong,HKG,2021-05-30,31.3
Hong Kong,HKG,2021-05-31,31.78
Hong Kong,HKG,2021-06-01,32.23
Hong Kong,HKG,2021-06-02,32.66
Hong Kong,HKG,2021-06-03,33.14
Hong Kong,HKG,2021-06-04,33.73
Hong Kong,HKG,2021-06-05,34.4
Hong Kong,HKG,2021-06-06,34.92
Hong Kong,HKG,2021-06-07,35.48
Hong Kong,HKG,2021-06-08,35.96
Hong Kong,HKG,2021-06-09,36.4
Hong Kong,HKG,2021-06-10,36.9
Hong Kong,HKG,2021-06-11,37.57
Hong Kong,HKG,2021-06-12,38.29
Hong Kong,HKG,2021-06-13,38.85
Hong Kong,HKG,2021-06-14,39.26
Hong Kong,HKG,2021-06-15,39.81
Hong Kong,HKG,2021-06-16,40.27
Hong Kong,HKG,2021-06-17,40.79
Hong Kong,HKG,2021-06-18,41.46
Hong Kong,HKG,2021-06-19,42.14
Hong Kong,HKG,2021-06-20,42.64
Hong Kong,HKG,2021-06-21,43.25
Hong Kong,HKG,2021-06-22,43.79
Hong Kong,HKG,2021-06-23,44.33
Hong Kong,HKG,2021-06-24,44.95
Hong Kong,HKG,2021-06-25,45.71
Hong Kong,HKG,2021-06-26,46.49
Hong Kong,HKG,2021-06-27,47.15
Hong Kong,HKG,2021-06-28,47.84
Hong Kong,HKG,2021-06-29,48.58
Hong Kong,HKG,2021-06-30,49.38
Hong Kong,HKG,2021-07-01,50.01
Hong Kong,HKG,2021-07-02,50.94
Hong Kong,HKG,2021-07-03,51.75
Hong Kong,HKG,2021-07-04,52.45
Hong Kong,HKG,2021-07-05,53.31
Hong Kong,HKG,2021-07-06,54.1
Hong Kong,HKG,2021-07-07,54.86
Hong Kong,HKG,2021-07-08,55.71
Hong Kong,HKG,2021-07-09,56.64
Hong Kong,HKG,2021-07-10,57.49
Hong Kong,HKG,2021-07-11,58.21
Hong Kong,HKG,2021-07-12,59.03
Hong Kong,HKG,2021-07-13,59.82
Hong Kong,HKG,2021-07-14,60.58
Hong Kong,HKG,2021-07-15,61.42
Hong Kong,HKG,2021-07-16,62.33
Hong Kong,HKG,2021-07-17,63.17
Hong Kong,HKG,2021-07-18,63.91
Hong Kong,HKG,2021-07-19,64.77
Hong Kong,HKG,2021-07-20,65.59
Hong Kong,HKG,2021-07-21,66.39
Hong Kong,HKG,2021-07-22,67.24
Hong Kong,HKG,2021-07-23,68.18
Hong Kong,HKG,2021-07-24,69.03
Hong Kong,HKG,2021-07-25,69.78
Hong Kong,HKG,2021-07-26,70.66
Hong Kong,HKG,2021-07-27,71.52
Hong Kong,HKG,2021-07-28,72.36
Hong Kong,HKG,2021-07-29,73.19
Hong Kong,HKG,2021-07-30,74.12
Hong Kong,HKG,2021-07-31,74.98
Hong Kong,HKG,2021-08-01,75.72
Hong Kong,HKG,2021-08-02,76.63
Hong Kong,HKG,2021-08-03,77.55
Hong Kong,HKG,2021-08-04,78.41
Hong Kong,HKG,2021-08-05,79.3
Hong Kong,HKG,2021-08-06,80.24
Hong Kong,HKG,2021-08-07,81.09
Hong Kong,HKG,2021-08-08,81.83
Hong Kong,HKG,2021-08-09,82.74
Hong Kong,HKG,2021-08-10,83.62
Hong Kong,HKG,2021-08-11,84.49
Hong Kong,HKG,2021-08-12,85.36
Hong Kong,HKG,2021-08-13,86.27
Hong Kong,HKG,2021-08-14,87.12
Hong Kong,HKG,2021-08-15,87.85
Hong Kong,HKG,2021-08-16,88.71
Hong Kong,HKG,2021-08-17,89.52
Hong Kong,HKG,2021-08-18,90.32
Hong Kong,HKG,2021-08-19,91.11
Hong Kong,HKG,2021-08-20,91.94
Hong Kong,HKG,2021-08-21,92.73
Hong Kong,HKG,2021-08-22,93.4
Hong Kong,HKG,2021-08-23,94.19
Hong Kong,HKG,2021-08-24,94.95
Hong Kong,HKG,2021-08-25,95.69
Hong Kong,HKG,2021-08-26,96.5
Hong Kong,HKG,2021-08-27,97.33
Hong Kong,HKG,2021-08-28,98.14
Hong Kong,HKG,2021-08-29,98.81
Hong Kong,HKG,2021-08-30,99.66
Hong Kong,HKG,2021-08-31,100.47
Hong Kong,HKG,2021-09-01,101.13
Hong Kong,HKG,2021-09-02,101.76
Hong Kong,HKG,2021-09-03,102.5
Hong Kong,HKG,2021-09-04,103.26
Hong Kong,HKG,2021-09-05,103.84
Hong Kong,HKG,2021-09-06,104.44
Hong Kong,HKG,2021-09-07,104.97
Hong Kong,HKG,2021-09-08,105.5
Hong Kong,HKG,2021-09-09,106.06
Hong Kong,HKG,2021-09-10,106.75
Hong Kong,HKG,2021-09-11,107.45
Hong Kong,HKG,2021-09-12,107.93
Hong Kong,HKG,2021-09-13,108.42
Hong Kong,HKG,2021-09-14,108.81
Hong Kong,HKG,2021-09-15,109.2
Hong Kong,HKG,2021-09-16,109.61
Hong Kong,HKG,2021-09-17,110.11
Hong Kong,HKG,2021-09-18,110.65
Hong Kong,HKG,2021-09-19,110.96
Hong Kong,HKG,2021-09-20,111.29
Hong Kong,HKG,2021-09-21,111.54
Hong Kong,HKG,2021-09-22,111.75
Hong Kong,HKG,2021-09-23,112.2
Hong Kong,HKG,2021-09-24,112.7
Hong Kong,HKG,2021-09-25,113.21
Hong Kong,HKG,2021-09-26,113.53
Hong Kong,HKG,2021-09-27,113.88
Hong Kong,HKG,2021-09-28,114.17
Hong Kong,HKG,2021-09-29,114.48
Hong Kong,HKG,2021-09-30,114.89
Hong Kong,HKG,2021-10-01,115.09
Hong Kong,HKG,2021-10-02,115.39
Hong Kong,HKG,2021-10-03,115.56
Hong Kong,HKG,2021-10-04,115.8
Hong Kong,HKG,2021-10-05,115.98
Hong Kong,HKG,2021-10-06,116.15
Hong Kong,HKG,2021-10-07,116.33
Hong Kong,HKG,2021-10-08,116.54
Hong Kong,HKG,2021-10-09,116.54
Hong Kong,HKG,2021-10-10,116.78
Hong Kong,HKG,2021-10-11,116.99
Hong Kong,HKG,2021-10-12,117.1
Hong Kong,HKG,2021-10-13,117.1
Hong Kong,HKG,2021-10-14,117.25
Hong Kong,HKG,2021-10-15,117.51
Hong Kong,HKG,2021-10-16,117.76
Hong Kong,HKG,2021-10-17,117.86
Hong Kong,HKG,2021-10-18,118.03
Hong Kong,HKG,2021-10-19,118.15
Hong Kong,HKG,2021-10-20,118.26
Hong Kong,HKG,2021-10-21,118.41
Hong Kong,HKG,2021-10-22,118.61
Hong Kong,HKG,2021-10-23,118.8
Hong Kong,HKG,2021-10-24,118.89
Hong Kong,HKG,2021-10-25,119.03
Hong Kong,HKG,2021-10-26,119.16
Hong Kong,HKG,2021-10-27,119.28
Hong Kong,HKG,2021-10-28,119.41
Hong Kong,HKG,2021-10-29,119.54
Hong Kong,HKG,2021-10-30,119.66
Hong Kong,HKG,2021-10-31,119.74
Hong Kong,HKG,2021-11-01,119.85
Hong Kong,HKG,2021-11-02,119.95
Hong Kong,HKG,2021-11-03,119.99
Hong Kong,HKG,2021-11-04,120.1
Hong Kong,HKG,2021-11-05,120.23
Hong Kong,HKG,2021-11-06,120.37
Hong Kong,HKG,2021-11-07,120.46
Hong Kong,HKG,2021-11-08,120.57
Hong Kong,HKG,2021-11-09,120.66
Hong Kong,HKG,2021-11-10,120.69
Hong Kong,HKG,2021-11-11,121.01
Hong Kong,HKG,2021-11-12,121.27
Hong Kong,HKG,2021-11-13,121.55
Hong Kong,HKG,2021-11-14,121.71
Hong Kong,HKG,2021-11-15,121.91
Hong Kong,HKG,2021-11-16,122.09
Hong Kong,HKG,2021-11-17,122.15
Hong Kong,HKG,2021-11-18,122.37
Hong Kong,HKG,2021-11-19,122.59
Hong Kong,HKG,2021-11-20,122.82
Hong Kong,HKG,2021-11-21,122.96
Hong Kong,HKG,2021-11-22,123.15
Hong Kong,HKG,2021-11-23,123.38
Hong Kong,HKG,2021-11-24,123.45
Hong Kong,HKG,2021-11-25,123.74
Hong Kong,HKG,2021-11-26,124.04
Hong Kong,HKG,2021-11-27,124.39
Hong Kong,HKG,2021-11-28,124.65
Hong Kong,HKG,2021-11-29,124.94
Hong Kong,HKG,2021-11-30,125.22
Hong Kong,HKG,2021-12-01,125.3
Hong Kong,HKG,2021-12-02,125.56
Hong Kong,HKG,2021-12-03,125.83
Hong Kong,HKG,2021-12-04,126.12
Hong Kong,HKG,2021-12-05,126.32
Hong Kong,HKG,2021-12-06,126.54
Hong Kong,HKG,2021-12-07,126.76
Hong Kong,HKG,2021-12-08,126.83
Hong Kong,HKG,2021-12-09,127.07
Hong Kong,HKG,2021-12-10,127.31
Hong Kong,HKG,2021-12-11,127.56
Hong Kong,HKG,2021-12-12,127.74
Hong Kong,HKG,2021-12-13,127.95
Hong Kong,HKG,2021-12-14,128.14
Hong Kong,HKG,2021-12-15,128.21
Hong Kong,HKG,2021-12-16,128.46
Hong Kong,HKG,2021-12-17,128.69
Hong Kong,HKG,2021-12-18,128.93
Hong Kong,HKG,2021-12-19,129.11
Hong Kong,HKG,2021-12-20,129.31
Hong Kong,HKG,2021-12-21,129.48
Hong Kong,HKG,2021-12-22,129.56
Hong Kong,HKG,2021-12-23,129.8
Hong Kong,HKG,2021-12-24,130.01
Hong Kong,HKG,2021-12-25,130.18
Hong Kong,HKG,2021-12-26,130.34
Hong Kong,HKG,2021-12-27,130.49
Hong Kong,HKG,2021-12-28,130.8
Hong Kong,HKG,2021-12-29,130.9
Hong Kong,HKG,2021-12-30,131.18
Hong Kong,HKG,2021-12-31,131.42
Hong Kong,HKG,2022-01-01,131.66
Hong Kong,HKG,2022-01-02,131.95
Hong Kong,HKG,2022-01-03,132.46
Hong Kong,HKG,2022-01-04,132.98
Hong Kong,HKG,2022-01-05,133.49
Hong Kong,HKG,2022-01-06,134.04
Hong Kong,HKG,2022-01-07,134.64
Hong Kong,HKG,2022-01-08,135.13
Hong Kong,HKG,2022-01-09,135.5
Hong Kong,HKG,2022-01-10,136.1
Hong Kong,HKG,2022-01-11,136.67
Hong Kong,HKG,2022-01-12,137.21
Hong Kong,HKG,2022-01-13,137.78
Hong Kong,HKG,2022-01-14,138.37
Hong Kong,HKG,2022-01-15,138.84
Hong Kong,HKG,2022-01-16,139.2
Hong Kong,HKG,2022-01-17,139.74
Hong Kong,HKG,2022-01-18,140.26
Hong Kong,HKG,2022-01-19,140.75
Hong Kong,HKG,2022-01-20,141.28
Hong Kong,HKG,2022-01-21,141.92
Hong Kong,HKG,2022-01-22,142.44
Hungary,HUN,2020-12-28,0.01
Hungary,HUN,2021-01-18,1.36
Hungary,HUN,2021-01-19,1.38
Hungary,HUN,2021-01-20,1.44
Hungary,HUN,2021-01-21,1.5
Hungary,HUN,2021-01-22,1.56
Hungary,HUN,2021-01-23,1.59
Hungary,HUN,2021-01-24,1.62
Hungary,HUN,2021-01-25,1.68
Hungary,HUN,2021-01-26,1.77
Hungary,HUN,2021-01-27,1.95
Hungary,HUN,2021-01-28,2.21
Hungary,HUN,2021-01-29,2.57
Hungary,HUN,2021-01-30,2.89
Hungary,HUN,2021-01-31,3.1
Hungary,HUN,2021-02-01,3.23
Hungary,HUN,2021-02-02,3.35
Hungary,HUN,2021-02-03,3.47
Hungary,HUN,2021-02-04,3.71
Hungary,HUN,2021-02-05,3.96
Hungary,HUN,2021-02-06,4.06
Hungary,HUN,2021-02-07,4.12
Hungary,HUN,2021-02-08,4.17
Hungary,HUN,2021-02-09,4.22
Hungary,HUN,2021-02-10,4.28
Hungary,HUN,2021-02-11,4.47
Hungary,HUN,2021-02-12,4.72
Hungary,HUN,2021-02-13,4.81
Hungary,HUN,2021-02-14,4.83
Hungary,HUN,2021-02-15,4.92
Hungary,HUN,2021-02-16,5.02
Hungary,HUN,2021-02-17,5.25
Hungary,HUN,2021-02-18,5.65
Hungary,HUN,2021-02-19,6.23
Hungary,HUN,2021-02-20,6.6
Hungary,HUN,2021-02-21,6.79
Hungary,HUN,2021-02-22,6.88
Hungary,HUN,2021-02-23,7.06
Hungary,HUN,2021-02-24,7.46
Hungary,HUN,2021-02-25,7.91
Hungary,HUN,2021-02-26,8.39
Hungary,HUN,2021-02-27,9.62
Hungary,HUN,2021-02-28,9.73
Hungary,HUN,2021-03-01,10.12
Hungary,HUN,2021-03-02,10.5
Hungary,HUN,2021-03-03,10.93
Hungary,HUN,2021-03-04,11.86
Hungary,HUN,2021-03-05,13.02
Hungary,HUN,2021-03-06,13.38
Hungary,HUN,2021-03-07,13.6
Hungary,HUN,2021-03-08,14.13
Hungary,HUN,2021-03-09,14.8
Hungary,HUN,2021-03-10,15.33
Hungary,HUN,2021-03-11,16.42
Hungary,HUN,2021-03-12,17.34
Hungary,HUN,2021-03-13,17.77
Hungary,HUN,2021-03-14,17.99
Hungary,HUN,2021-03-15,18.13
Hungary,HUN,2021-03-16,18.73
Hungary,HUN,2021-03-17,19.34
Hungary,HUN,2021-03-18,19.95
Hungary,HUN,2021-03-19,20.61
Hungary,HUN,2021-03-20,21.16
Hungary,HUN,2021-03-21,21.48
Hungary,HUN,2021-03-22,21.99
Hungary,HUN,2021-03-23,22.74
Hungary,HUN,2021-03-24,23.58
Hungary,HUN,2021-03-25,24.89
Hungary,HUN,2021-03-26,26.34
Hungary,HUN,2021-03-27,26.88
Hungary,HUN,2021-03-28,27.09
Hungary,HUN,2021-03-30,28.69
Hungary,HUN,2021-03-31,29.61
Hungary,HUN,2021-04-01,31.35
Hungary,HUN,2021-04-02,32.45
Hungary,HUN,2021-04-03,33.4
Hungary,HUN,2021-04-04,34
Hungary,HUN,2021-04-05,34.83
Hungary,HUN,2021-04-06,36.77
Hungary,HUN,2021-04-07,38.26
Hungary,HUN,2021-04-08,39.6
Hungary,HUN,2021-04-09,40.82
Hungary,HUN,2021-04-10,41.87
Hungary,HUN,2021-04-11,42.74
Hungary,HUN,2021-04-12,43.8
Hungary,HUN,2021-04-13,44.92
Hungary,HUN,2021-04-14,45.84
Hungary,HUN,2021-04-17,48.15
Hungary,HUN,2021-04-18,48.35
Hungary,HUN,2021-04-19,48.97
Hungary,HUN,2021-04-20,49.71
Hungary,HUN,2021-04-21,50.58
Hungary,HUN,2021-04-22,51.89
Hungary,HUN,2021-04-23,53.24
Hungary,HUN,2021-04-25,54.69
Hungary,HUN,2021-04-26,55.96
Hungary,HUN,2021-04-27,57.59
Hungary,HUN,2021-04-28,59.09
Hungary,HUN,2021-04-29,60.14
Hungary,HUN,2021-04-30,61.99
Hungary,HUN,2021-05-01,63.11
Hungary,HUN,2021-05-02,63.84
Hungary,HUN,2021-05-03,64.95
Hungary,HUN,2021-05-04,66.14
Hungary,HUN,2021-05-05,67.14
Hungary,HUN,2021-05-06,68.62
Hungary,HUN,2021-05-07,69.69
Hungary,HUN,2021-05-08,70.34
Hungary,HUN,2021-05-09,70.68
Hungary,HUN,2021-05-10,71.37
Hungary,HUN,2021-05-12,72.72
Hungary,HUN,2021-05-13,73.8
Hungary,HUN,2021-05-14,74.85
Hungary,HUN,2021-05-15,75.79
Hungary,HUN,2021-05-16,76.46
Hungary,HUN,2021-05-17,77.48
Hungary,HUN,2021-05-18,78.53
Hungary,HUN,2021-05-19,79.35
Hungary,HUN,2021-05-20,80.81
Hungary,HUN,2021-05-21,82.38
Hungary,HUN,2021-05-22,83.11
Hungary,HUN,2021-05-23,83.41
Hungary,HUN,2021-05-24,84.07
Hungary,HUN,2021-05-25,85.5
Hungary,HUN,2021-05-26,87.03
Hungary,HUN,2021-05-27,88.54
Hungary,HUN,2021-05-28,89.89
Hungary,HUN,2021-05-29,90.51
Hungary,HUN,2021-05-30,90.91
Hungary,HUN,2021-05-31,91.68
Hungary,HUN,2021-06-01,92.4
Hungary,HUN,2021-06-02,93
Hungary,HUN,2021-06-03,93.97
Hungary,HUN,2021-06-05,96.01
Hungary,HUN,2021-09-28,125.71
Hungary,HUN,2021-10-18,129.53
Hungary,HUN,2021-10-24,130.74
Hungary,HUN,2021-10-31,132.28
Hungary,HUN,2021-11-08,134.51
Hungary,HUN,2021-11-15,137.33
Hungary,HUN,2021-11-22,141.14
Hungary,HUN,2021-11-29,148.25
Hungary,HUN,2021-12-07,152.12
Hungary,HUN,2021-12-20,156.47
Hungary,HUN,2022-01-03,157.97
Hungary,HUN,2022-01-10,159.83
Hungary,HUN,2022-01-17,161.75
Iceland,ISL,2020-12-30,1.32
Iceland,ISL,2021-01-20,1.68
Iceland,ISL,2021-01-25,4.13
Iceland,ISL,2021-01-27,4.21
Iceland,ISL,2021-02-03,4.6
Iceland,ISL,2021-02-05,4.75
Iceland,ISL,2021-02-08,4.79
Iceland,ISL,2021-02-12,5.32
Iceland,ISL,2021-02-15,5.38
Iceland,ISL,2021-02-16,5.43
Iceland,ISL,2021-02-17,5.85
Iceland,ISL,2021-02-18,6.74
Iceland,ISL,2021-02-19,6.97
Iceland,ISL,2021-02-22,7.53
Iceland,ISL,2021-02-23,7.57
Iceland,ISL,2021-02-25,8.53
Iceland,ISL,2021-02-26,8.72
Iceland,ISL,2021-03-01,9.13
